# r_kpc   Phi_(km/s)^2   g_(km/s)^2/kpc
6.27500391e+00 -5.97542360e+07 8.63487393e+06
6.29149742e+00 -5.96121382e+07 8.59587781e+06
6.30803428e+00 -5.94703106e+07 8.55702708e+06
6.32461461e+00 -5.93287532e+07 8.51832150e+06
6.34123852e+00 -5.91874659e+07 8.47976083e+06
6.35790612e+00 -5.90464487e+07 8.44134481e+06
6.37461753e+00 -5.89057017e+07 8.40307319e+06
6.39137287e+00 -5.87652248e+07 8.36494573e+06
6.40817225e+00 -5.86250180e+07 8.32696216e+06
6.42501578e+00 -5.84850812e+07 8.28912223e+06
6.44190359e+00 -5.83454144e+07 8.25142568e+06
6.45883579e+00 -5.82060176e+07 8.21387224e+06
6.47581249e+00 -5.80668907e+07 8.17646166e+06
6.49283381e+00 -5.79280336e+07 8.13919367e+06
6.50989988e+00 -5.77894465e+07 8.10206799e+06
6.52701080e+00 -5.76511290e+07 8.06508437e+06
6.54416669e+00 -5.75130813e+07 8.02824253e+06
6.56136768e+00 -5.73753032e+07 7.99154220e+06
6.57861388e+00 -5.72377948e+07 7.95498310e+06
6.59590541e+00 -5.71005558e+07 7.91856495e+06
6.61324239e+00 -5.69635862e+07 7.88228749e+06
6.63062494e+00 -5.68268861e+07 7.84615042e+06
6.64805318e+00 -5.66904551e+07 7.81015346e+06
6.66552723e+00 -5.65542934e+07 7.77429634e+06
6.68304721e+00 -5.64184008e+07 7.73857876e+06
6.70061324e+00 -5.62827772e+07 7.70300044e+06
6.71822544e+00 -5.61474225e+07 7.66756108e+06
6.73588393e+00 -5.60123366e+07 7.63226041e+06
6.75358884e+00 -5.58775194e+07 7.59709812e+06
6.77134028e+00 -5.57429708e+07 7.56207392e+06
6.78913838e+00 -5.56086907e+07 7.52718752e+06
6.80698327e+00 -5.54746790e+07 7.49243861e+06
6.82487506e+00 -5.53409355e+07 7.45782690e+06
6.84281387e+00 -5.52074601e+07 7.42335209e+06
6.86079984e+00 -5.50742528e+07 7.38901388e+06
6.87883308e+00 -5.49413133e+07 7.35481195e+06
6.89691372e+00 -5.48086415e+07 7.32074601e+06
6.91504189e+00 -5.46762374e+07 7.28681576e+06
6.93321770e+00 -5.45441007e+07 7.25302087e+06
6.95144129e+00 -5.44122313e+07 7.21936104e+06
6.96971278e+00 -5.42806291e+07 7.18583596e+06
6.98803229e+00 -5.41492940e+07 7.15244532e+06
7.00639996e+00 -5.40182257e+07 7.11918880e+06
7.02481590e+00 -5.38874241e+07 7.08606609e+06
7.04328025e+00 -5.37568890e+07 7.05307687e+06
7.06179313e+00 -5.36266204e+07 7.02022081e+06
7.08035467e+00 -5.34966180e+07 6.98749761e+06
7.09896500e+00 -5.33668816e+07 6.95490694e+06
7.11762425e+00 -5.32374111e+07 6.92244848e+06
7.13633254e+00 -5.31082063e+07 6.89012190e+06
7.15509001e+00 -5.29792670e+07 6.85792688e+06
7.17389677e+00 -5.28505931e+07 6.82586310e+06
7.19275297e+00 -5.27221843e+07 6.79393021e+06
7.21165874e+00 -5.25940405e+07 6.76212791e+06
7.23061419e+00 -5.24661615e+07 6.73045585e+06
7.24961947e+00 -5.23385470e+07 6.69891371e+06
7.26867470e+00 -5.22111969e+07 6.66750115e+06
7.28778002e+00 -5.20841110e+07 6.63621784e+06
7.30693556e+00 -5.19572891e+07 6.60506344e+06
7.32614144e+00 -5.18307310e+07 6.57403763e+06
7.34539781e+00 -5.17044364e+07 6.54314006e+06
7.36470479e+00 -5.15784051e+07 6.51237039e+06
7.38406252e+00 -5.14526370e+07 6.48172829e+06
7.40347113e+00 -5.13271318e+07 6.45121341e+06
7.42293076e+00 -5.12018893e+07 6.42082542e+06
7.44244153e+00 -5.10769092e+07 6.39056398e+06
7.46200358e+00 -5.09521914e+07 6.36042873e+06
7.48161706e+00 -5.08277356e+07 6.33041934e+06
7.50128208e+00 -5.07035416e+07 6.30053546e+06
7.52099880e+00 -5.05796091e+07 6.27077675e+06
7.54076734e+00 -5.04559379e+07 6.24114286e+06
7.56058784e+00 -5.03325278e+07 6.21163344e+06
7.58046043e+00 -5.02093785e+07 6.18224814e+06
7.60038527e+00 -5.00864897e+07 6.15298662e+06
7.62036247e+00 -4.99638613e+07 6.12384853e+06
7.64039218e+00 -4.98414930e+07 6.09483350e+06
7.66047454e+00 -4.97193845e+07 6.06594120e+06
7.68060968e+00 -4.95975355e+07 6.03717127e+06
7.70079775e+00 -4.94759459e+07 6.00852335e+06
7.72103888e+00 -4.93546153e+07 5.97999710e+06
7.74133321e+00 -4.92335434e+07 5.95159215e+06
7.76168089e+00 -4.91127301e+07 5.92330816e+06
7.78208205e+00 -4.89921751e+07 5.89514476e+06
7.80253683e+00 -4.88718780e+07 5.86710160e+06
7.82304538e+00 -4.87518386e+07 5.83917833e+06
7.84360783e+00 -4.86320566e+07 5.81137458e+06
7.86422433e+00 -4.85125318e+07 5.78368999e+06
7.88489502e+00 -4.83932638e+07 5.75612421e+06
7.90562004e+00 -4.82742524e+07 5.72867688e+06
7.92639953e+00 -4.81554974e+07 5.70134764e+06
7.94723365e+00 -4.80369983e+07 5.67413612e+06
7.96812252e+00 -4.79187550e+07 5.64704196e+06
7.98906630e+00 -4.78007671e+07 5.62006481e+06
8.01006513e+00 -4.76830343e+07 5.59320430e+06
8.03111915e+00 -4.75655564e+07 5.56646007e+06
8.05222852e+00 -4.74483330e+07 5.53983175e+06
8.07339337e+00 -4.73313639e+07 5.51331898e+06
8.09461384e+00 -4.72146487e+07 5.48692139e+06
8.11589010e+00 -4.70981872e+07 5.46063863e+06
8.13722228e+00 -4.69819790e+07 5.43447032e+06
8.15861053e+00 -4.68660238e+07 5.40841611e+06
8.18005499e+00 -4.67503213e+07 5.38247562e+06
8.20155583e+00 -4.66348713e+07 5.35664850e+06
8.22311317e+00 -4.65196733e+07 5.33093436e+06
8.24472718e+00 -4.64047271e+07 5.30533285e+06
8.26639800e+00 -4.62900324e+07 5.27984361e+06
8.28812578e+00 -4.61755888e+07 5.25446625e+06
8.30991068e+00 -4.60613960e+07 5.22920042e+06
8.33175283e+00 -4.59474538e+07 5.20404575e+06
8.35365239e+00 -4.58337617e+07 5.17900187e+06
8.37560951e+00 -4.57203194e+07 5.15406842e+06
8.39762435e+00 -4.56071267e+07 5.12924501e+06
8.41969705e+00 -4.54941831e+07 5.10453129e+06
8.44182777e+00 -4.53814884e+07 5.07992689e+06
8.46401666e+00 -4.52690423e+07 5.05543144e+06
8.48626387e+00 -4.51568443e+07 5.03104457e+06
8.50856956e+00 -4.50448942e+07 5.00676590e+06
8.53093387e+00 -4.49331916e+07 4.98259508e+06
8.55335697e+00 -4.48217361e+07 4.95853174e+06
8.57583901e+00 -4.47105275e+07 4.93457549e+06
8.59838014e+00 -4.45995654e+07 4.91072598e+06
8.62098052e+00 -4.44888495e+07 4.88698284e+06
8.64364030e+00 -4.43783793e+07 4.86334569e+06
8.66635964e+00 -4.42681546e+07 4.83981417e+06
8.68913870e+00 -4.41581750e+07 4.81638790e+06
8.71197763e+00 -4.40484402e+07 4.79306652e+06
8.73487659e+00 -4.39389497e+07 4.76984967e+06
8.75783574e+00 -4.38297034e+07 4.74673696e+06
8.78085524e+00 -4.37207007e+07 4.72372804e+06
8.80393525e+00 -4.36119413e+07 4.70082252e+06
8.82707591e+00 -4.35034250e+07 4.67802005e+06
8.85027741e+00 -4.33951513e+07 4.65532026e+06
8.87353988e+00 -4.32871198e+07 4.63272277e+06
8.89686350e+00 -4.31793303e+07 4.61022722e+06
8.92024843e+00 -4.30717823e+07 4.58783325e+06
8.94369482e+00 -4.29644756e+07 4.56554047e+06
8.96720284e+00 -4.28574096e+07 4.54334853e+06
8.99077265e+00 -4.27505841e+07 4.52125705e+06
9.01440441e+00 -4.26439987e+07 4.49926567e+06
9.03809828e+00 -4.25376530e+07 4.47737403e+06
9.06185444e+00 -4.24315466e+07 4.45558175e+06
9.08567303e+00 -4.23256793e+07 4.43388846e+06
9.10955423e+00 -4.22200506e+07 4.41229381e+06
9.13349820e+00 -4.21146601e+07 4.39079743e+06
9.15750511e+00 -4.20095075e+07 4.36939895e+06
9.18157512e+00 -4.19045924e+07 4.34809800e+06
9.20570839e+00 -4.17999144e+07 4.32689421e+06
9.22990510e+00 -4.16954731e+07 4.30578724e+06
9.25416541e+00 -4.15912683e+07 4.28477670e+06
9.27848948e+00 -4.14872994e+07 4.26386224e+06
9.30287749e+00 -4.13835662e+07 4.24304349e+06
9.32732960e+00 -4.12800682e+07 4.22232009e+06
9.35184598e+00 -4.11768050e+07 4.20169168e+06
9.37642680e+00 -4.10737764e+07 4.18115789e+06
9.40107224e+00 -4.09709818e+07 4.16071836e+06
9.42578245e+00 -4.08684209e+07 4.14037272e+06
9.45055761e+00 -4.07660934e+07 4.12012063e+06
9.47539789e+00 -4.06639988e+07 4.09996171e+06
9.50030346e+00 -4.05621368e+07 4.07989561e+06
9.52527449e+00 -4.04605070e+07 4.05992197e+06
9.55031116e+00 -4.03591089e+07 4.04004042e+06
9.57541364e+00 -4.02579423e+07 4.02025061e+06
9.60058210e+00 -4.01570067e+07 4.00055218e+06
9.62581671e+00 -4.00563017e+07 3.98094478e+06
9.65111765e+00 -3.99558270e+07 3.96142803e+06
9.67648509e+00 -3.98555821e+07 3.94200160e+06
9.70191921e+00 -3.97555666e+07 3.92266512e+06
9.72742018e+00 -3.96557803e+07 3.90341823e+06
9.75298818e+00 -3.95562226e+07 3.88426059e+06
9.77862338e+00 -3.94568932e+07 3.86519183e+06
9.80432596e+00 -3.93577917e+07 3.84621160e+06
9.83009611e+00 -3.92589177e+07 3.82731955e+06
9.85593398e+00 -3.91602708e+07 3.80851533e+06
9.88183977e+00 -3.90618507e+07 3.78979858e+06
9.90781366e+00 -3.89636568e+07 3.77116895e+06
9.93385581e+00 -3.88656889e+07 3.75262610e+06
9.95996641e+00 -3.87679465e+07 3.73416967e+06
9.98614565e+00 -3.86704293e+07 3.71579931e+06
1.00123937e+01 -3.85731368e+07 3.69751467e+06
1.00387107e+01 -3.84760687e+07 3.67931541e+06
1.00650969e+01 -3.83792244e+07 3.66120117e+06
1.00915525e+01 -3.82826038e+07 3.64317162e+06
1.01180776e+01 -3.81862063e+07 3.62522640e+06
1.01446724e+01 -3.80900316e+07 3.60736517e+06
1.01713371e+01 -3.79940792e+07 3.58958759e+06
1.01980720e+01 -3.78983488e+07 3.57189330e+06
1.02248770e+01 -3.78028399e+07 3.55428197e+06
1.02517526e+01 -3.77075522e+07 3.53675326e+06
1.02786988e+01 -3.76124853e+07 3.51930682e+06
1.03057158e+01 -3.75176387e+07 3.50194231e+06
1.03328038e+01 -3.74230121e+07 3.48465940e+06
1.03599630e+01 -3.73286051e+07 3.46745774e+06
1.03871936e+01 -3.72344173e+07 3.45033699e+06
1.04144958e+01 -3.71404482e+07 3.43329681e+06
1.04418697e+01 -3.70466974e+07 3.41633688e+06
1.04693156e+01 -3.69531647e+07 3.39945685e+06
1.04968336e+01 -3.68598495e+07 3.38265639e+06
1.05244240e+01 -3.67667514e+07 3.36593516e+06
1.05520869e+01 -3.66738702e+07 3.34929283e+06
1.05798225e+01 -3.65812052e+07 3.33272906e+06
1.06076310e+01 -3.64887563e+07 3.31624353e+06
1.06355125e+01 -3.63965229e+07 3.29983590e+06
1.06634674e+01 -3.63045047e+07 3.28350584e+06
1.06914958e+01 -3.62127012e+07 3.26725303e+06
1.07195978e+01 -3.61211121e+07 3.25107713e+06
1.07477737e+01 -3.60297369e+07 3.23497781e+06
1.07760236e+01 -3.59385753e+07 3.21895475e+06
1.08043478e+01 -3.58476268e+07 3.20300763e+06
1.08327464e+01 -3.57568911e+07 3.18713611e+06
1.08612197e+01 -3.56663678e+07 3.17133988e+06
1.08897679e+01 -3.55760563e+07 3.15561861e+06
1.09183910e+01 -3.54859565e+07 3.13997197e+06
1.09470894e+01 -3.53960678e+07 3.12439965e+06
1.09758633e+01 -3.53063898e+07 3.10890132e+06
1.10047127e+01 -3.52169221e+07 3.09347667e+06
1.10336380e+01 -3.51276644e+07 3.07812538e+06
1.10626393e+01 -3.50386163e+07 3.06284712e+06
1.10917169e+01 -3.49497773e+07 3.04764158e+06
1.11208709e+01 -3.48611470e+07 3.03250845e+06
1.11501015e+01 -3.47727250e+07 3.01744741e+06
1.11794089e+01 -3.46845110e+07 3.00245814e+06
1.12087934e+01 -3.45965045e+07 2.98754033e+06
1.12382551e+01 -3.45087052e+07 2.97269368e+06
1.12677942e+01 -3.44211126e+07 2.95791786e+06
1.12974110e+01 -3.43337263e+07 2.94321257e+06
1.13271057e+01 -3.42465460e+07 2.92857750e+06
1.13568784e+01 -3.41595712e+07 2.91401233e+06
1.13867293e+01 -3.40728016e+07 2.89951677e+06
1.14166587e+01 -3.39862366e+07 2.88509050e+06
1.14466668e+01 -3.38998760e+07 2.87073323e+06
1.14767537e+01 -3.38137194e+07 2.85644464e+06
1.15069197e+01 -3.37277663e+07 2.84222442e+06
1.15371651e+01 -3.36420163e+07 2.82807229e+06
1.15674899e+01 -3.35564691e+07 2.81398794e+06
1.15978944e+01 -3.34711243e+07 2.79997106e+06
1.16283788e+01 -3.33859813e+07 2.78602135e+06
1.16589434e+01 -3.33010400e+07 2.77213853e+06
1.16895883e+01 -3.32162997e+07 2.75832228e+06
1.17203138e+01 -3.31317603e+07 2.74457232e+06
1.17511200e+01 -3.30474212e+07 2.73088834e+06
1.17820072e+01 -3.29632820e+07 2.71727006e+06
1.18129755e+01 -3.28793425e+07 2.70371717e+06
1.18440253e+01 -3.27956021e+07 2.69022940e+06
1.18751567e+01 -3.27120605e+07 2.67680643e+06
1.19063699e+01 -3.26287172e+07 2.66344799e+06
1.19376651e+01 -3.25455720e+07 2.65015378e+06
1.19690426e+01 -3.24626243e+07 2.63692352e+06
1.20005026e+01 -3.23798739e+07 2.62375691e+06
1.20320453e+01 -3.22973202e+07 2.61065367e+06
1.20636709e+01 -3.22149630e+07 2.59761352e+06
1.20953796e+01 -3.21328018e+07 2.58463617e+06
1.21271716e+01 -3.20508362e+07 2.57172134e+06
1.21590473e+01 -3.19690658e+07 2.55886874e+06
1.21910067e+01 -3.18874903e+07 2.54607809e+06
1.22230501e+01 -3.18061092e+07 2.53334911e+06
1.22551777e+01 -3.17249222e+07 2.52068153e+06
1.22873898e+01 -3.16439289e+07 2.50807505e+06
1.23196865e+01 -3.15631288e+07 2.49552942e+06
1.23520681e+01 -3.14825217e+07 2.48304434e+06
1.23845349e+01 -3.14021070e+07 2.47061955e+06
1.24170870e+01 -3.13218844e+07 2.45825477e+06
1.24497246e+01 -3.12418536e+07 2.44594972e+06
1.24824480e+01 -3.11620141e+07 2.43370414e+06
1.25152575e+01 -3.10823655e+07 2.42151775e+06
1.25481531e+01 -3.10029075e+07 2.40939028e+06
1.25811353e+01 -3.09236397e+07 2.39732147e+06
1.26142041e+01 -3.08445617e+07 2.38531104e+06
1.26473599e+01 -3.07656730e+07 2.37335873e+06
1.26806028e+01 -3.06869734e+07 2.36146426e+06
1.27139331e+01 -3.06084624e+07 2.34962739e+06
1.27473509e+01 -3.05301396e+07 2.33784783e+06
1.27808567e+01 -3.04520047e+07 2.32612534e+06
1.28144505e+01 -3.03740573e+07 2.31445964e+06
1.28481325e+01 -3.02962970e+07 2.30285048e+06
1.28819032e+01 -3.02187234e+07 2.29129759e+06
1.29157626e+01 -3.01413361e+07 2.27980072e+06
1.29497109e+01 -3.00641347e+07 2.26835960e+06
1.29837486e+01 -2.99871189e+07 2.25697399e+06
1.30178756e+01 -2.99102883e+07 2.24564363e+06
1.30520924e+01 -2.98336425e+07 2.23436825e+06
1.30863991e+01 -2.97571812e+07 2.22314761e+06
1.31207960e+01 -2.96809038e+07 2.21198145e+06
1.31552833e+01 -2.96048102e+07 2.20086953e+06
1.31898613e+01 -2.95288998e+07 2.18981159e+06
1.32245301e+01 -2.94531723e+07 2.17880738e+06
1.32592901e+01 -2.93776274e+07 2.16785665e+06
1.32941414e+01 -2.93022646e+07 2.15695915e+06
1.33290844e+01 -2.92270836e+07 2.14611464e+06
1.33641191e+01 -2.91520840e+07 2.13532288e+06
1.33992460e+01 -2.90772654e+07 2.12458361e+06
1.34344652e+01 -2.90026275e+07 2.11389659e+06
1.34697770e+01 -2.89281698e+07 2.10326159e+06
1.35051815e+01 -2.88538921e+07 2.09267835e+06
1.35406792e+01 -2.87797938e+07 2.08214664e+06
1.35762701e+01 -2.87058748e+07 2.07166622e+06
1.36119546e+01 -2.86321345e+07 2.06123685e+06
1.36477329e+01 -2.85585726e+07 2.05085829e+06
1.36836052e+01 -2.84851888e+07 2.04053031e+06
1.37195719e+01 -2.84119827e+07 2.03025266e+06
1.37556330e+01 -2.83389538e+07 2.02002512e+06
1.37917889e+01 -2.82661019e+07 2.00984746e+06
1.38280399e+01 -2.81934266e+07 1.99971942e+06
1.38643862e+01 -2.81209274e+07 1.98964080e+06
1.39008280e+01 -2.80486041e+07 1.97961135e+06
1.39373655e+01 -2.79764562e+07 1.96963084e+06
1.39739992e+01 -2.79044834e+07 1.95969906e+06
1.40107291e+01 -2.78326854e+07 1.94981576e+06
1.40475555e+01 -2.77610617e+07 1.93998072e+06
1.40844787e+01 -2.76896120e+07 1.93019372e+06
1.41214990e+01 -2.76183360e+07 1.92045453e+06
1.41586166e+01 -2.75472332e+07 1.91076293e+06
1.41958318e+01 -2.74763033e+07 1.90111869e+06
1.42331448e+01 -2.74055459e+07 1.89152159e+06
1.42705558e+01 -2.73349608e+07 1.88197142e+06
1.43080652e+01 -2.72645474e+07 1.87246794e+06
1.43456732e+01 -2.71943055e+07 1.86301095e+06
1.43833800e+01 -2.71242347e+07 1.85360022e+06
1.44211859e+01 -2.70543346e+07 1.84423554e+06
1.44590913e+01 -2.69846049e+07 1.83491668e+06
1.44970962e+01 -2.69150452e+07 1.82564344e+06
1.45352010e+01 -2.68456552e+07 1.81641561e+06
1.45734060e+01 -2.67764345e+07 1.80723296e+06
1.46117114e+01 -2.67073827e+07 1.79809528e+06
1.46501175e+01 -2.66384995e+07 1.78900236e+06
1.46886246e+01 -2.65697845e+07 1.77995400e+06
1.47272328e+01 -2.65012374e+07 1.77094998e+06
1.47659426e+01 -2.64328578e+07 1.76199010e+06
1.48047540e+01 -2.63646454e+07 1.75307414e+06
1.48436675e+01 -2.62965998e+07 1.74420189e+06
1.48826833e+01 -2.62287206e+07 1.73537317e+06
1.49218016e+01 -2.61610075e+07 1.72658775e+06
1.49610228e+01 -2.60934602e+07 1.71784543e+06
1.50003470e+01 -2.60260783e+07 1.70914601e+06
1.50397746e+01 -2.59588614e+07 1.70048929e+06
1.50793059e+01 -2.58918092e+07 1.69187507e+06
1.51189410e+01 -2.58249214e+07 1.68330314e+06
1.51586803e+01 -2.57581976e+07 1.67477331e+06
1.51985241e+01 -2.56916374e+07 1.66628538e+06
1.52384726e+01 -2.56252405e+07 1.65783915e+06
1.52785261e+01 -2.55590065e+07 1.64943441e+06
1.53186849e+01 -2.54929352e+07 1.64107099e+06
1.53589492e+01 -2.54270261e+07 1.63274868e+06
1.53993194e+01 -2.53612789e+07 1.62446728e+06
1.54397957e+01 -2.52956933e+07 1.61622661e+06
1.54803783e+01 -2.52302689e+07 1.60802647e+06
1.55210677e+01 -2.51650054e+07 1.59986667e+06
1.55618640e+01 -2.50999024e+07 1.59174701e+06
1.56027675e+01 -2.50349596e+07 1.58366732e+06
1.56437785e+01 -2.49701766e+07 1.57562740e+06
1.56848973e+01 -2.49055532e+07 1.56762705e+06
1.57261243e+01 -2.48410888e+07 1.55966610e+06
1.57674595e+01 -2.47767834e+07 1.55174436e+06
1.58089034e+01 -2.47126363e+07 1.54386164e+06
1.58504563e+01 -2.46486475e+07 1.53601776e+06
1.58921184e+01 -2.45848164e+07 1.52821253e+06
1.59338899e+01 -2.45211427e+07 1.52044577e+06
1.59757713e+01 -2.44576262e+07 1.51271729e+06
1.60177628e+01 -2.43942665e+07 1.50502693e+06
1.60598646e+01 -2.43310632e+07 1.49737448e+06
1.61020771e+01 -2.42680160e+07 1.48975979e+06
1.61444005e+01 -2.42051246e+07 1.48218266e+06
1.61868352e+01 -2.41423886e+07 1.47464292e+06
1.62293814e+01 -2.40798077e+07 1.46714039e+06
1.62720395e+01 -2.40173816e+07 1.45967489e+06
1.63148096e+01 -2.39551099e+07 1.45224625e+06
1.63576922e+01 -2.38929923e+07 1.44485430e+06
1.64006875e+01 -2.38310285e+07 1.43749885e+06
1.64437959e+01 -2.37692181e+07 1.43017975e+06
1.64870175e+01 -2.37075608e+07 1.42289680e+06
1.65303527e+01 -2.36460562e+07 1.41564985e+06
1.65738019e+01 -2.35847041e+07 1.40843872e+06
1.66173652e+01 -2.35235041e+07 1.40126324e+06
1.66610431e+01 -2.34624559e+07 1.39412324e+06
1.67048357e+01 -2.34015591e+07 1.38701856e+06
1.67487435e+01 -2.33408134e+07 1.37994902e+06
1.67927666e+01 -2.32802186e+07 1.37291446e+06
1.68369055e+01 -2.32197741e+07 1.36591471e+06
1.68811604e+01 -2.31594798e+07 1.35894961e+06
1.69255316e+01 -2.30993353e+07 1.35201898e+06
1.69700195e+01 -2.30393403e+07 1.34512268e+06
1.70146243e+01 -2.29794945e+07 1.33826053e+06
1.70593463e+01 -2.29197974e+07 1.33143237e+06
1.71041859e+01 -2.28602489e+07 1.32463805e+06
1.71491433e+01 -2.28008486e+07 1.31787739e+06
1.71942189e+01 -2.27415961e+07 1.31115024e+06
1.72394130e+01 -2.26824911e+07 1.30445644e+06
1.72847258e+01 -2.26235334e+07 1.29779584e+06
1.73301578e+01 -2.25647225e+07 1.29116826e+06
1.73757092e+01 -2.25060582e+07 1.28457356e+06
1.74213803e+01 -2.24475401e+07 1.27801158e+06
1.74671714e+01 -2.23891680e+07 1.27148217e+06
1.75130830e+01 -2.23309415e+07 1.26498516e+06
1.75591152e+01 -2.22728602e+07 1.25852040e+06
1.76052683e+01 -2.22149239e+07 1.25208775e+06
1.76515428e+01 -2.21571323e+07 1.24568704e+06
1.76979390e+01 -2.20994850e+07 1.23931813e+06
1.77444570e+01 -2.20419817e+07 1.23298086e+06
1.77910974e+01 -2.19846221e+07 1.22667508e+06
1.78378603e+01 -2.19274059e+07 1.22040065e+06
1.78847462e+01 -2.18703327e+07 1.21415741e+06
1.79317553e+01 -2.18134023e+07 1.20794521e+06
1.79788879e+01 -2.17566143e+07 1.20176391e+06
1.80261445e+01 -2.16999684e+07 1.19561336e+06
1.80735252e+01 -2.16434643e+07 1.18949341e+06
1.81210305e+01 -2.15871018e+07 1.18340391e+06
1.81686606e+01 -2.15308804e+07 1.17734473e+06
1.82164160e+01 -2.14747998e+07 1.17131571e+06
1.82642968e+01 -2.14188598e+07 1.16531671e+06
1.83123036e+01 -2.13630601e+07 1.15934760e+06
1.83604365e+01 -2.13074002e+07 1.15340822e+06
1.84086959e+01 -2.12518800e+07 1.14749843e+06
1.84570821e+01 -2.11964991e+07 1.14161809e+06
1.85055956e+01 -2.11412572e+07 1.13576707e+06
1.85542365e+01 -2.10861540e+07 1.12994522e+06
1.86030054e+01 -2.10311892e+07 1.12415240e+06
1.86519024e+01 -2.09763624e+07 1.11838848e+06
1.87009279e+01 -2.09216735e+07 1.11265331e+06
1.87500822e+01 -2.08671219e+07 1.10694676e+06
1.87993658e+01 -2.08127075e+07 1.10126869e+06
1.88487789e+01 -2.07584300e+07 1.09561897e+06
1.88983219e+01 -2.07042890e+07 1.08999745e+06
1.89479952e+01 -2.06502843e+07 1.08440401e+06
1.89977989e+01 -2.05964154e+07 1.07883851e+06
1.90477336e+01 -2.05426822e+07 1.07330082e+06
1.90977996e+01 -2.04890843e+07 1.06779080e+06
1.91479971e+01 -2.04356215e+07 1.06230832e+06
1.91983266e+01 -2.03822933e+07 1.05685325e+06
1.92487883e+01 -2.03290996e+07 1.05142546e+06
1.92993827e+01 -2.02760400e+07 1.04602481e+06
1.93501101e+01 -2.02231142e+07 1.04065119e+06
1.94009709e+01 -2.01703219e+07 1.03530445e+06
1.94519653e+01 -2.01176628e+07 1.02998447e+06
1.95030937e+01 -2.00651366e+07 1.02469112e+06
1.95543565e+01 -2.00127430e+07 1.01942428e+06
1.96057541e+01 -1.99604818e+07 1.01418381e+06
1.96572868e+01 -1.99083525e+07 1.00896959e+06
1.97089549e+01 -1.98563550e+07 1.00378149e+06
1.97607588e+01 -1.98044889e+07 9.98619392e+05
1.98126989e+01 -1.97527539e+07 9.93483168e+05
1.98647755e+01 -1.97011497e+07 9.88372693e+05
1.99169890e+01 -1.96496761e+07 9.83287845e+05
1.99693397e+01 -1.95983327e+07 9.78228500e+05
2.00218280e+01 -1.95471192e+07 9.73194535e+05
2.00744543e+01 -1.94960354e+07 9.68185829e+05
2.01272190e+01 -1.94450809e+07 9.63202260e+05
2.01801223e+01 -1.93942555e+07 9.58243708e+05
2.02331646e+01 -1.93435588e+07 9.53310053e+05
2.02863464e+01 -1.92929906e+07 9.48401174e+05
2.03396680e+01 -1.92425506e+07 9.43516953e+05
2.03931297e+01 -1.91922385e+07 9.38657271e+05
2.04467319e+01 -1.91420539e+07 9.33822010e+05
2.05004751e+01 -1.90919967e+07 9.29011054e+05
2.05543595e+01 -1.90420665e+07 9.24224283e+05
2.06083855e+01 -1.89922630e+07 9.19461584e+05
2.06625535e+01 -1.89425859e+07 9.14722839e+05
2.07168639e+01 -1.88930350e+07 9.10007933e+05
2.07713171e+01 -1.88436099e+07 9.05316752e+05
2.08259134e+01 -1.87943104e+07 9.00649181e+05
2.08806532e+01 -1.87451361e+07 8.96005106e+05
2.09355368e+01 -1.86960869e+07 8.91384415e+05
2.09905647e+01 -1.86471623e+07 8.86786995e+05
2.10457373e+01 -1.85983622e+07 8.82212733e+05
2.11010549e+01 -1.85496862e+07 8.77661518e+05
2.11565179e+01 -1.85011341e+07 8.73133239e+05
2.12121266e+01 -1.84527055e+07 8.68627785e+05
2.12678816e+01 -1.84044002e+07 8.64145045e+05
2.13237831e+01 -1.83562178e+07 8.59684912e+05
2.13798315e+01 -1.83081582e+07 8.55247274e+05
2.14360272e+01 -1.82602210e+07 8.50832024e+05
2.14923706e+01 -1.82124060e+07 8.46439054e+05
2.15488622e+01 -1.81647128e+07 8.42068256e+05
2.16055022e+01 -1.81171412e+07 8.37719522e+05
2.16622911e+01 -1.80696909e+07 8.33392747e+05
2.17192293e+01 -1.80223616e+07 8.29087824e+05
2.17763171e+01 -1.79751530e+07 8.24804647e+05
2.18335549e+01 -1.79280649e+07 8.20543112e+05
2.18909433e+01 -1.78810970e+07 8.16303113e+05
2.19484824e+01 -1.78342490e+07 8.12084547e+05
2.20061728e+01 -1.77875206e+07 8.07887309e+05
2.20640149e+01 -1.77409115e+07 8.03711297e+05
2.21220089e+01 -1.76944215e+07 7.99556407e+05
2.21801554e+01 -1.76480502e+07 7.95422538e+05
2.22384548e+01 -1.76017975e+07 7.91309587e+05
2.22969074e+01 -1.75556630e+07 7.87217454e+05
2.23555136e+01 -1.75096465e+07 7.83146036e+05
2.24142738e+01 -1.74637477e+07 7.79095235e+05
2.24731885e+01 -1.74179662e+07 7.75064949e+05
2.25322581e+01 -1.73723019e+07 7.71055079e+05
2.25914829e+01 -1.73267544e+07 7.67065527e+05
2.26508634e+01 -1.72813236e+07 7.63096193e+05
2.27104000e+01 -1.72360090e+07 7.59146980e+05
2.27700931e+01 -1.71908105e+07 7.55217790e+05
2.28299430e+01 -1.71457277e+07 7.51308525e+05
2.28899503e+01 -1.71007604e+07 7.47419088e+05
2.29501153e+01 -1.70559083e+07 7.43549384e+05
2.30104384e+01 -1.70111712e+07 7.39699316e+05
2.30709201e+01 -1.69665488e+07 7.35868790e+05
2.31315608e+01 -1.69220408e+07 7.32057708e+05
