# r_kpc   Phi_(km/s)^2   g_(km/s)^2/kpc
1.11552555e+00 -1.82619094e+08 5.75584562e+07
1.11845765e+00 -1.82450443e+08 5.74794794e+07
1.12139745e+00 -1.82281581e+08 5.74004229e+07
1.12434499e+00 -1.82112508e+08 5.73212870e+07
1.12730027e+00 -1.81943224e+08 5.72420720e+07
1.13026331e+00 -1.81773731e+08 5.71627780e+07
1.13323415e+00 -1.81604027e+08 5.70834054e+07
1.13621279e+00 -1.81434115e+08 5.70039543e+07
1.13919927e+00 -1.81263992e+08 5.69244250e+07
1.14219359e+00 -1.81093661e+08 5.68448178e+07
1.14519579e+00 -1.80923122e+08 5.67651328e+07
1.14820587e+00 -1.80752374e+08 5.66853705e+07
1.15122387e+00 -1.80581418e+08 5.66055309e+07
1.15424980e+00 -1.80410255e+08 5.65256144e+07
1.15728368e+00 -1.80238884e+08 5.64456211e+07
1.16032554e+00 -1.80067306e+08 5.63655515e+07
1.16337539e+00 -1.79895522e+08 5.62854057e+07
1.16643326e+00 -1.79723531e+08 5.62051840e+07
1.16949917e+00 -1.79551334e+08 5.61248866e+07
1.17257313e+00 -1.79378932e+08 5.60445138e+07
1.17565518e+00 -1.79206324e+08 5.59640660e+07
1.17874533e+00 -1.79033511e+08 5.58835432e+07
1.18184359e+00 -1.78860494e+08 5.58029459e+07
1.18495001e+00 -1.78687272e+08 5.57222743e+07
1.18806458e+00 -1.78513847e+08 5.56415286e+07
1.19118735e+00 -1.78340218e+08 5.55607092e+07
1.19431832e+00 -1.78166385e+08 5.54798163e+07
1.19745752e+00 -1.77992350e+08 5.53988501e+07
1.20060497e+00 -1.77818112e+08 5.53178110e+07
1.20376070e+00 -1.77643673e+08 5.52366993e+07
1.20692472e+00 -1.77469031e+08 5.51555151e+07
1.21009705e+00 -1.77294188e+08 5.50742589e+07
1.21327773e+00 -1.77119144e+08 5.49929309e+07
1.21646676e+00 -1.76943899e+08 5.49115313e+07
1.21966418e+00 -1.76768455e+08 5.48300606e+07
1.22287000e+00 -1.76592810e+08 5.47485188e+07
1.22608425e+00 -1.76416966e+08 5.46669065e+07
1.22930695e+00 -1.76240923e+08 5.45852237e+07
1.23253811e+00 -1.76064681e+08 5.45034709e+07
1.23577777e+00 -1.75888240e+08 5.44216484e+07
1.23902595e+00 -1.75711602e+08 5.43397563e+07
1.24228266e+00 -1.75534767e+08 5.42577951e+07
1.24554793e+00 -1.75357734e+08 5.41757651e+07
1.24882179e+00 -1.75180505e+08 5.40936664e+07
1.25210425e+00 -1.75003080e+08 5.40114996e+07
1.25539534e+00 -1.74825458e+08 5.39292647e+07
1.25869508e+00 -1.74647642e+08 5.38469623e+07
1.26200349e+00 -1.74469630e+08 5.37645924e+07
1.26532060e+00 -1.74291424e+08 5.36821556e+07
1.26864642e+00 -1.74113023e+08 5.35996521e+07
1.27198099e+00 -1.73934429e+08 5.35170822e+07
1.27532433e+00 -1.73755642e+08 5.34344462e+07
1.27867645e+00 -1.73576662e+08 5.33517444e+07
1.28203738e+00 -1.73397489e+08 5.32689772e+07
1.28540715e+00 -1.73218125e+08 5.31861449e+07
1.28878577e+00 -1.73038569e+08 5.31032478e+07
1.29217327e+00 -1.72858822e+08 5.30202863e+07
1.29556968e+00 -1.72678885e+08 5.29372606e+07
1.29897502e+00 -1.72498757e+08 5.28541711e+07
1.30238930e+00 -1.72318440e+08 5.27710181e+07
1.30581256e+00 -1.72137933e+08 5.26878019e+07
1.30924482e+00 -1.71957238e+08 5.26045230e+07
1.31268610e+00 -1.71776355e+08 5.25211816e+07
1.31613642e+00 -1.71595283e+08 5.24377780e+07
1.31959582e+00 -1.71414025e+08 5.23543126e+07
1.32306430e+00 -1.71232579e+08 5.22707858e+07
1.32654191e+00 -1.71050948e+08 5.21871979e+07
1.33002865e+00 -1.70869130e+08 5.21035491e+07
1.33352456e+00 -1.70687127e+08 5.20198400e+07
1.33702965e+00 -1.70504939e+08 5.19360707e+07
1.34054396e+00 -1.70322567e+08 5.18522417e+07
1.34406751e+00 -1.70140011e+08 5.17683534e+07
1.34760032e+00 -1.69957272e+08 5.16844060e+07
1.35114242e+00 -1.69774350e+08 5.16003999e+07
1.35469382e+00 -1.69591245e+08 5.15163355e+07
1.35825456e+00 -1.69407958e+08 5.14322132e+07
1.36182466e+00 -1.69224491e+08 5.13480332e+07
1.36540414e+00 -1.69040842e+08 5.12637960e+07
1.36899303e+00 -1.68857013e+08 5.11795019e+07
1.37259136e+00 -1.68673004e+08 5.10951512e+07
1.37619914e+00 -1.68488816e+08 5.10107445e+07
1.37981640e+00 -1.68304450e+08 5.09262819e+07
1.38344318e+00 -1.68119905e+08 5.08417639e+07
1.38707948e+00 -1.67935183e+08 5.07571909e+07
1.39072535e+00 -1.67750283e+08 5.06725632e+07
1.39438079e+00 -1.67565207e+08 5.05878811e+07
1.39804585e+00 -1.67379955e+08 5.05031452e+07
1.40172054e+00 -1.67194527e+08 5.04183557e+07
1.40540488e+00 -1.67008925e+08 5.03335130e+07
1.40909891e+00 -1.66823148e+08 5.02486176e+07
1.41280265e+00 -1.66637198e+08 5.01636697e+07
1.41651613e+00 -1.66451074e+08 5.00786698e+07
1.42023937e+00 -1.66264778e+08 4.99936183e+07
1.42397239e+00 -1.66078309e+08 4.99085155e+07
1.42771522e+00 -1.65891669e+08 4.98233619e+07
1.43146789e+00 -1.65704858e+08 4.97381578e+07
1.43523043e+00 -1.65517877e+08 4.96529036e+07
1.43900286e+00 -1.65330726e+08 4.95675997e+07
1.44278520e+00 -1.65143406e+08 4.94822465e+07
1.44657748e+00 -1.64955917e+08 4.93968444e+07
1.45037973e+00 -1.64768261e+08 4.93113939e+07
1.45419198e+00 -1.64580436e+08 4.92258952e+07
1.45801424e+00 -1.64392445e+08 4.91403488e+07
1.46184655e+00 -1.64204288e+08 4.90547552e+07
1.46568894e+00 -1.64015966e+08 4.89691146e+07
1.46954142e+00 -1.63827478e+08 4.88834276e+07
1.47340403e+00 -1.63638826e+08 4.87976945e+07
1.47727680e+00 -1.63450010e+08 4.87119158e+07
1.48115974e+00 -1.63261031e+08 4.86260918e+07
1.48505289e+00 -1.63071890e+08 4.85402230e+07
1.48895627e+00 -1.62882586e+08 4.84543097e+07
1.49286991e+00 -1.62693122e+08 4.83683525e+07
1.49679384e+00 -1.62503497e+08 4.82823516e+07
1.50072808e+00 -1.62313711e+08 4.81963076e+07
1.50467266e+00 -1.62123767e+08 4.81102209e+07
1.50862761e+00 -1.61933664e+08 4.80240918e+07
1.51259296e+00 -1.61743402e+08 4.79379208e+07
1.51656873e+00 -1.61552984e+08 4.78517084e+07
1.52055495e+00 -1.61362408e+08 4.77654549e+07
1.52455164e+00 -1.61171677e+08 4.76791608e+07
1.52855884e+00 -1.60980790e+08 4.75928265e+07
1.53257658e+00 -1.60789748e+08 4.75064525e+07
1.53660487e+00 -1.60598552e+08 4.74200391e+07
1.54064376e+00 -1.60407202e+08 4.73335869e+07
1.54469325e+00 -1.60215700e+08 4.72470962e+07
1.54875340e+00 -1.60024046e+08 4.71605676e+07
1.55282421e+00 -1.59832240e+08 4.70740013e+07
1.55690573e+00 -1.59640284e+08 4.69873979e+07
1.56099797e+00 -1.59448177e+08 4.69007579e+07
1.56510097e+00 -1.59255921e+08 4.68140816e+07
1.56921475e+00 -1.59063517e+08 4.67273696e+07
1.57333935e+00 -1.58870964e+08 4.66406222e+07
1.57747479e+00 -1.58678264e+08 4.65538399e+07
1.58162109e+00 -1.58485417e+08 4.64670231e+07
1.58577830e+00 -1.58292425e+08 4.63801724e+07
1.58994643e+00 -1.58099287e+08 4.62932882e+07
1.59412552e+00 -1.57906005e+08 4.62063708e+07
1.59831559e+00 -1.57712579e+08 4.61194209e+07
1.60251668e+00 -1.57519010e+08 4.60324388e+07
1.60672881e+00 -1.57325299e+08 4.59454250e+07
1.61095201e+00 -1.57131446e+08 4.58583799e+07
1.61518631e+00 -1.56937452e+08 4.57713041e+07
1.61943174e+00 -1.56743318e+08 4.56841980e+07
1.62368833e+00 -1.56549045e+08 4.55970620e+07
1.62795610e+00 -1.56354633e+08 4.55098967e+07
1.63223510e+00 -1.56160083e+08 4.54227024e+07
1.63652534e+00 -1.55965396e+08 4.53354798e+07
1.64082686e+00 -1.55770572e+08 4.52482291e+07
1.64513968e+00 -1.55575612e+08 4.51609510e+07
1.64946384e+00 -1.55380518e+08 4.50736458e+07
1.65379937e+00 -1.55185289e+08 4.49863141e+07
1.65814629e+00 -1.54989927e+08 4.48989564e+07
1.66250464e+00 -1.54794432e+08 4.48115731e+07
1.66687444e+00 -1.54598805e+08 4.47241646e+07
1.67125573e+00 -1.54403047e+08 4.46367316e+07
1.67564854e+00 -1.54207159e+08 4.45492744e+07
1.68005289e+00 -1.54011141e+08 4.44617936e+07
1.68446882e+00 -1.53814994e+08 4.43742896e+07
1.68889635e+00 -1.53618719e+08 4.42867630e+07
1.69333553e+00 -1.53422317e+08 4.41992141e+07
1.69778637e+00 -1.53225788e+08 4.41116436e+07
1.70224891e+00 -1.53029134e+08 4.40240519e+07
1.70672318e+00 -1.52832354e+08 4.39364394e+07
1.71120921e+00 -1.52635451e+08 4.38488068e+07
1.71570703e+00 -1.52438424e+08 4.37611544e+07
1.72021667e+00 -1.52241274e+08 4.36734828e+07
1.72473817e+00 -1.52044003e+08 4.35857925e+07
1.72927155e+00 -1.51846611e+08 4.34980840e+07
1.73381685e+00 -1.51649098e+08 4.34103578e+07
1.73837409e+00 -1.51451467e+08 4.33226143e+07
1.74294331e+00 -1.51253716e+08 4.32348541e+07
1.74752454e+00 -1.51055849e+08 4.31470778e+07
1.75211782e+00 -1.50857864e+08 4.30592857e+07
1.75672317e+00 -1.50659763e+08 4.29714785e+07
1.76134062e+00 -1.50461547e+08 4.28836565e+07
1.76597021e+00 -1.50263217e+08 4.27958204e+07
1.77061196e+00 -1.50064773e+08 4.27079707e+07
1.77526592e+00 -1.49866216e+08 4.26201078e+07
1.77993211e+00 -1.49667548e+08 4.25322323e+07
1.78461057e+00 -1.49468768e+08 4.24443447e+07
1.78930132e+00 -1.49269878e+08 4.23564455e+07
1.79400440e+00 -1.49070879e+08 4.22685352e+07
1.79871985e+00 -1.48871772e+08 4.21806143e+07
1.80344768e+00 -1.48672556e+08 4.20926834e+07
1.80818795e+00 -1.48473234e+08 4.20047431e+07
1.81294067e+00 -1.48273806e+08 4.19167937e+07
1.81770589e+00 -1.48074273e+08 4.18288358e+07
1.82248363e+00 -1.47874636e+08 4.17408701e+07
1.82727393e+00 -1.47674896e+08 4.16528969e+07
1.83207682e+00 -1.47475052e+08 4.15649168e+07
1.83689234e+00 -1.47275108e+08 4.14769304e+07
1.84172051e+00 -1.47075062e+08 4.13889382e+07
1.84656137e+00 -1.46874917e+08 4.13009406e+07
1.85141496e+00 -1.46674673e+08 4.12129384e+07
1.85628130e+00 -1.46474331e+08 4.11249319e+07
1.86116044e+00 -1.46273892e+08 4.10369217e+07
1.86605240e+00 -1.46073356e+08 4.09489083e+07
1.87095722e+00 -1.45872725e+08 4.08608924e+07
1.87587493e+00 -1.45671999e+08 4.07728743e+07
1.88080556e+00 -1.45471180e+08 4.06848548e+07
1.88574916e+00 -1.45270268e+08 4.05968342e+07
1.89070575e+00 -1.45069264e+08 4.05088132e+07
1.89567537e+00 -1.44868170e+08 4.04207923e+07
1.90065805e+00 -1.44666985e+08 4.03327720e+07
1.90565382e+00 -1.44465711e+08 4.02447529e+07
1.91066273e+00 -1.44264350e+08 4.01567356e+07
1.91568481e+00 -1.44062901e+08 4.00687205e+07
1.92072008e+00 -1.43861365e+08 3.99807082e+07
1.92576859e+00 -1.43659744e+08 3.98926993e+07
1.93083037e+00 -1.43458039e+08 3.98046943e+07
1.93590545e+00 -1.43256250e+08 3.97166938e+07
1.94099387e+00 -1.43054379e+08 3.96286983e+07
1.94609567e+00 -1.42852426e+08 3.95407084e+07
1.95121088e+00 -1.42650392e+08 3.94527247e+07
1.95633953e+00 -1.42448278e+08 3.93647476e+07
1.96148166e+00 -1.42246085e+08 3.92767778e+07
1.96663731e+00 -1.42043815e+08 3.91888157e+07
1.97180651e+00 -1.41841467e+08 3.91008620e+07
1.97698930e+00 -1.41639044e+08 3.90129173e+07
1.98218571e+00 -1.41436545e+08 3.89249820e+07
1.98739578e+00 -1.41233972e+08 3.88370568e+07
1.99261954e+00 -1.41031327e+08 3.87491421e+07
1.99785703e+00 -1.40828608e+08 3.86612386e+07
2.00310829e+00 -1.40625819e+08 3.85733469e+07
2.00837335e+00 -1.40422959e+08 3.84854674e+07
2.01365225e+00 -1.40220030e+08 3.83976008e+07
2.01894503e+00 -1.40017033e+08 3.83097476e+07
2.02425172e+00 -1.39813968e+08 3.82219084e+07
2.02957235e+00 -1.39610837e+08 3.81340837e+07
2.03490698e+00 -1.39407640e+08 3.80462742e+07
2.04025562e+00 -1.39204379e+08 3.79584804e+07
2.04561832e+00 -1.39001054e+08 3.78707028e+07
2.05099512e+00 -1.38797667e+08 3.77829420e+07
2.05638605e+00 -1.38594218e+08 3.76951987e+07
2.06179115e+00 -1.38390709e+08 3.76074733e+07
2.06721045e+00 -1.38187140e+08 3.75197665e+07
2.07264401e+00 -1.37983513e+08 3.74320788e+07
2.07809184e+00 -1.37779828e+08 3.73444108e+07
2.08355399e+00 -1.37576087e+08 3.72567630e+07
2.08903050e+00 -1.37372290e+08 3.71691361e+07
2.09452140e+00 -1.37168438e+08 3.70815307e+07
2.10002674e+00 -1.36964533e+08 3.69939472e+07
2.10554655e+00 -1.36760575e+08 3.69063863e+07
2.11108086e+00 -1.36556566e+08 3.68188485e+07
2.11662972e+00 -1.36352506e+08 3.67313345e+07
2.12219317e+00 -1.36148396e+08 3.66438448e+07
2.12777124e+00 -1.35944238e+08 3.65563800e+07
2.13336397e+00 -1.35740033e+08 3.64689407e+07
2.13897141e+00 -1.35535781e+08 3.63815274e+07
2.14459358e+00 -1.35331483e+08 3.62941407e+07
2.15023052e+00 -1.35127141e+08 3.62067813e+07
2.15588229e+00 -1.34922756e+08 3.61194496e+07
2.16154891e+00 -1.34718328e+08 3.60321464e+07
2.16723042e+00 -1.34513859e+08 3.59448721e+07
2.17292687e+00 -1.34309349e+08 3.58576273e+07
2.17863829e+00 -1.34104800e+08 3.57704127e+07
2.18436473e+00 -1.33900213e+08 3.56832288e+07
2.19010621e+00 -1.33695588e+08 3.55960762e+07
2.19586279e+00 -1.33490928e+08 3.55089555e+07
2.20163449e+00 -1.33286232e+08 3.54218673e+07
2.20742137e+00 -1.33081502e+08 3.53348122e+07
2.21322346e+00 -1.32876738e+08 3.52477907e+07
2.21904080e+00 -1.32671943e+08 3.51608034e+07
2.22487343e+00 -1.32467117e+08 3.50738510e+07
2.23072139e+00 -1.32262260e+08 3.49869339e+07
2.23658472e+00 -1.32057375e+08 3.49000529e+07
2.24246346e+00 -1.31852462e+08 3.48132085e+07
2.24835765e+00 -1.31647522e+08 3.47264012e+07
2.25426734e+00 -1.31442556e+08 3.46396318e+07
2.26019256e+00 -1.31237566e+08 3.45529006e+07
2.26613335e+00 -1.31032552e+08 3.44662085e+07
2.27208976e+00 -1.30827515e+08 3.43795558e+07
2.27806183e+00 -1.30622457e+08 3.42929434e+07
2.28404959e+00 -1.30417378e+08 3.42063716e+07
2.29005309e+00 -1.30212279e+08 3.41198411e+07
2.29607237e+00 -1.30007163e+08 3.40333526e+07
2.30210747e+00 -1.29802029e+08 3.39469065e+07
2.30815844e+00 -1.29596879e+08 3.38605035e+07
2.31422531e+00 -1.29391714e+08 3.37741443e+07
2.32030813e+00 -1.29186534e+08 3.36878292e+07
2.32640693e+00 -1.28981342e+08 3.36015591e+07
2.33252177e+00 -1.28776137e+08 3.35153344e+07
2.33865267e+00 -1.28570922e+08 3.34291557e+07
2.34479970e+00 -1.28365697e+08 3.33430237e+07
2.35096287e+00 -1.28160463e+08 3.32569389e+07
2.35714225e+00 -1.27955222e+08 3.31709020e+07
2.36333787e+00 -1.27749974e+08 3.30849134e+07
2.36954978e+00 -1.27544721e+08 3.29989739e+07
2.37577801e+00 -1.27339463e+08 3.29130840e+07
2.38202262e+00 -1.27134202e+08 3.28272442e+07
2.38828364e+00 -1.26928938e+08 3.27414553e+07
2.39456111e+00 -1.26723674e+08 3.26557177e+07
2.40085509e+00 -1.26518409e+08 3.25700321e+07
2.40716560e+00 -1.26313145e+08 3.24843990e+07
2.41349271e+00 -1.26107884e+08 3.23988192e+07
2.41983644e+00 -1.25902626e+08 3.23132930e+07
2.42619685e+00 -1.25697372e+08 3.22278212e+07
2.43257398e+00 -1.25492123e+08 3.21424044e+07
2.43896787e+00 -1.25286881e+08 3.20570430e+07
2.44537856e+00 -1.25081647e+08 3.19717378e+07
2.45180611e+00 -1.24876421e+08 3.18864893e+07
2.45825055e+00 -1.24671205e+08 3.18012980e+07
2.46471193e+00 -1.24465999e+08 3.17161647e+07
2.47119029e+00 -1.24260806e+08 3.16310898e+07
2.47768568e+00 -1.24055626e+08 3.15460740e+07
2.48419814e+00 -1.23850460e+08 3.14611179e+07
2.49072773e+00 -1.23645309e+08 3.13762220e+07
2.49727447e+00 -1.23440175e+08 3.12913869e+07
2.50383842e+00 -1.23235058e+08 3.12066133e+07
2.51041962e+00 -1.23029960e+08 3.11219017e+07
2.51701813e+00 -1.22824881e+08 3.10372527e+07
2.52363397e+00 -1.22619823e+08 3.09526669e+07
2.53026721e+00 -1.22414787e+08 3.08681448e+07
2.53691788e+00 -1.22209774e+08 3.07836871e+07
2.54358603e+00 -1.22004785e+08 3.06992944e+07
2.55027171e+00 -1.21799821e+08 3.06149672e+07
2.55697496e+00 -1.21594884e+08 3.05307062e+07
2.56369583e+00 -1.21389974e+08 3.04465119e+07
2.57043437e+00 -1.21185093e+08 3.03623848e+07
2.57719061e+00 -1.20980241e+08 3.02783257e+07
2.58396462e+00 -1.20775420e+08 3.01943350e+07
2.59075643e+00 -1.20570630e+08 3.01104133e+07
2.59756610e+00 -1.20365874e+08 3.00265613e+07
2.60439366e+00 -1.20161152e+08 2.99427795e+07
2.61123917e+00 -1.19956465e+08 2.98590685e+07
2.61810267e+00 -1.19751814e+08 2.97754289e+07
2.62498421e+00 -1.19547201e+08 2.96918613e+07
2.63188384e+00 -1.19342626e+08 2.96083662e+07
2.63880160e+00 -1.19138091e+08 2.95249442e+07
2.64573755e+00 -1.18933597e+08 2.94415959e+07
2.65269173e+00 -1.18729144e+08 2.93583219e+07
2.65966419e+00 -1.18524734e+08 2.92751227e+07
2.66665497e+00 -1.18320369e+08 2.91919990e+07
2.67366413e+00 -1.18116049e+08 2.91089512e+07
2.68069171e+00 -1.17911775e+08 2.90259801e+07
2.68773776e+00 -1.17707548e+08 2.89430861e+07
2.69480234e+00 -1.17503370e+08 2.88602699e+07
2.70188548e+00 -1.17299242e+08 2.87775319e+07
2.70898724e+00 -1.17095164e+08 2.86948728e+07
2.71610767e+00 -1.16891138e+08 2.86122932e+07
2.72324681e+00 -1.16687166e+08 2.85297936e+07
2.73040472e+00 -1.16483247e+08 2.84473746e+07
2.73758144e+00 -1.16279383e+08 2.83650367e+07
2.74477702e+00 -1.16075576e+08 2.82827806e+07
2.75199152e+00 -1.15871827e+08 2.82006067e+07
2.75922498e+00 -1.15668136e+08 2.81185157e+07
2.76647745e+00 -1.15464504e+08 2.80365082e+07
2.77374899e+00 -1.15260934e+08 2.79545846e+07
2.78103964e+00 -1.15057425e+08 2.78727455e+07
2.78834945e+00 -1.14853979e+08 2.77909916e+07
2.79567848e+00 -1.14650597e+08 2.77093233e+07
2.80302677e+00 -1.14447281e+08 2.76277413e+07
2.81039437e+00 -1.14244031e+08 2.75462461e+07
2.81778134e+00 -1.14040848e+08 2.74648382e+07
2.82518773e+00 -1.13837734e+08 2.73835182e+07
2.83261358e+00 -1.13634690e+08 2.73022867e+07
2.84005895e+00 -1.13431716e+08 2.72211442e+07
2.84752390e+00 -1.13228815e+08 2.71400913e+07
2.85500846e+00 -1.13025986e+08 2.70591285e+07
2.86251269e+00 -1.12823231e+08 2.69782563e+07
2.87003665e+00 -1.12620552e+08 2.68974754e+07
2.87758039e+00 -1.12417949e+08 2.68167863e+07
2.88514396e+00 -1.12215423e+08 2.67361894e+07
2.89272740e+00 -1.12012976e+08 2.66556855e+07
2.90033078e+00 -1.11810608e+08 2.65752749e+07
2.90795414e+00 -1.11608321e+08 2.64949583e+07
2.91559754e+00 -1.11406117e+08 2.64147362e+07
2.92326103e+00 -1.11203994e+08 2.63346091e+07
2.93094467e+00 -1.11001956e+08 2.62545777e+07
2.93864850e+00 -1.10800004e+08 2.61746423e+07
2.94637257e+00 -1.10598137e+08 2.60948036e+07
2.95411696e+00 -1.10396358e+08 2.60150620e+07
2.96188169e+00 -1.10194667e+08 2.59354182e+07
2.96966684e+00 -1.09993065e+08 2.58558726e+07
2.97747245e+00 -1.09791554e+08 2.57764259e+07
2.98529857e+00 -1.09590135e+08 2.56970784e+07
2.99314527e+00 -1.09388809e+08 2.56178308e+07
3.00101259e+00 -1.09187577e+08 2.55386836e+07
3.00890059e+00 -1.08986439e+08 2.54596372e+07
3.01680932e+00 -1.08785398e+08 2.53806923e+07
3.02473884e+00 -1.08584454e+08 2.53018493e+07
3.03268921e+00 -1.08383608e+08 2.52231088e+07
3.04066047e+00 -1.08182862e+08 2.51444713e+07
3.04865268e+00 -1.07982216e+08 2.50659372e+07
3.05666590e+00 -1.07781671e+08 2.49875072e+07
3.06470018e+00 -1.07581229e+08 2.49091817e+07
3.07275558e+00 -1.07380891e+08 2.48309613e+07
3.08083215e+00 -1.07180657e+08 2.47528464e+07
3.08892995e+00 -1.06980529e+08 2.46748376e+07
3.09704903e+00 -1.06780508e+08 2.45969353e+07
3.10518946e+00 -1.06580595e+08 2.45191401e+07
3.11335128e+00 -1.06380792e+08 2.44414525e+07
3.12153456e+00 -1.06181098e+08 2.43638730e+07
3.12973934e+00 -1.05981515e+08 2.42864021e+07
3.13796570e+00 -1.05782045e+08 2.42090403e+07
3.14621367e+00 -1.05582688e+08 2.41317880e+07
3.15448332e+00 -1.05383446e+08 2.40546458e+07
3.16277471e+00 -1.05184319e+08 2.39776142e+07
3.17108789e+00 -1.04985308e+08 2.39006937e+07
3.17942293e+00 -1.04786415e+08 2.38238847e+07
3.18777987e+00 -1.04587641e+08 2.37471878e+07
3.19615878e+00 -1.04388986e+08 2.36706033e+07
3.20455971e+00 -1.04190452e+08 2.35941319e+07
3.21298272e+00 -1.03992040e+08 2.35177740e+07
3.22142787e+00 -1.03793751e+08 2.34415301e+07
3.22989522e+00 -1.03595586e+08 2.33654006e+07
3.23838482e+00 -1.03397545e+08 2.32893860e+07
3.24689674e+00 -1.03199631e+08 2.32134869e+07
3.25543104e+00 -1.03001844e+08 2.31377036e+07
3.26398776e+00 -1.02804184e+08 2.30620367e+07
3.27256698e+00 -1.02606654e+08 2.29864866e+07
3.28116874e+00 -1.02409254e+08 2.29110537e+07
3.28979312e+00 -1.02211985e+08 2.28357386e+07
3.29844016e+00 -1.02014849e+08 2.27605418e+07
3.30710993e+00 -1.01817846e+08 2.26854635e+07
3.31580249e+00 -1.01620977e+08 2.26105045e+07
3.32451790e+00 -1.01424243e+08 2.25356649e+07
3.33325622e+00 -1.01227646e+08 2.24609455e+07
3.34201750e+00 -1.01031186e+08 2.23863465e+07
3.35080181e+00 -1.00834864e+08 2.23118684e+07
3.35960921e+00 -1.00638682e+08 2.22375118e+07
3.36843977e+00 -1.00442641e+08 2.21632769e+07
3.37729353e+00 -1.00246740e+08 2.20891644e+07
3.38617056e+00 -1.00050982e+08 2.20151745e+07
3.39507093e+00 -9.98553680e+07 2.19413078e+07
3.40399469e+00 -9.96598980e+07 2.18675647e+07
3.41294190e+00 -9.94645735e+07 2.17939456e+07
3.42191264e+00 -9.92693955e+07 2.17204509e+07
3.43090695e+00 -9.90743649e+07 2.16470812e+07
3.43992490e+00 -9.88794828e+07 2.15738367e+07
3.44896656e+00 -9.86847501e+07 2.15007180e+07
3.45803198e+00 -9.84901679e+07 2.14277254e+07
3.46712123e+00 -9.82957371e+07 2.13548594e+07
3.47623437e+00 -9.81014587e+07 2.12821204e+07
3.48537147e+00 -9.79073337e+07 2.12095088e+07
3.49453258e+00 -9.77133630e+07 2.11370250e+07
3.50371777e+00 -9.75195477e+07 2.10646694e+07
3.51292710e+00 -9.73258888e+07 2.09924425e+07
3.52216064e+00 -9.71323871e+07 2.09203446e+07
3.53141845e+00 -9.69390437e+07 2.08483761e+07
3.54070059e+00 -9.67458595e+07 2.07765375e+07
3.55000713e+00 -9.65528355e+07 2.07048291e+07
3.55933814e+00 -9.63599726e+07 2.06332514e+07
3.56869366e+00 -9.61672719e+07 2.05618047e+07
3.57807378e+00 -9.59747342e+07 2.04904894e+07
3.58747856e+00 -9.57823605e+07 2.04193059e+07
3.59690805e+00 -9.55901518e+07 2.03482546e+07
3.60636233e+00 -9.53981089e+07 2.02773359e+07
3.61584146e+00 -9.52062330e+07 2.02065501e+07
3.62534550e+00 -9.50145248e+07 2.01358977e+07
3.63487453e+00 -9.48229853e+07 2.00653790e+07
3.64442860e+00 -9.46316154e+07 1.99949943e+07
3.65400778e+00 -9.44404162e+07 1.99247441e+07
3.66361214e+00 -9.42493884e+07 1.98546287e+07
3.67324175e+00 -9.40585331e+07 1.97846485e+07
3.68289667e+00 -9.38678511e+07 1.97148038e+07
3.69257696e+00 -9.36773434e+07 1.96450950e+07
3.70228270e+00 -9.34870109e+07 1.95755224e+07
3.71201395e+00 -9.32968544e+07 1.95060865e+07
3.72177078e+00 -9.31068750e+07 1.94367875e+07
3.73155325e+00 -9.29170734e+07 1.93676259e+07
3.74136144e+00 -9.27274506e+07 1.92986018e+07
3.75119541e+00 -9.25380075e+07 1.92297158e+07
3.76105522e+00 -9.23487450e+07 1.91609681e+07
3.77094095e+00 -9.21596640e+07 1.90923590e+07
3.78085267e+00 -9.19707653e+07 1.90238890e+07
3.79079043e+00 -9.17820498e+07 1.89555583e+07
3.80075432e+00 -9.15935185e+07 1.88873672e+07
3.81074440e+00 -9.14051721e+07 1.88193161e+07
3.82076073e+00 -9.12170117e+07 1.87514054e+07
3.83080340e+00 -9.10290379e+07 1.86836352e+07
3.84087246e+00 -9.08412517e+07 1.86160060e+07
3.85096798e+00 -9.06536540e+07 1.85485181e+07
3.86109004e+00 -9.04662456e+07 1.84811717e+07
3.87123871e+00 -9.02790274e+07 1.84139672e+07
3.88141405e+00 -9.00920002e+07 1.83469049e+07
3.89161614e+00 -8.99051648e+07 1.82799851e+07
3.90184504e+00 -8.97185222e+07 1.82132080e+07
3.91210083e+00 -8.95320730e+07 1.81465740e+07
3.92238358e+00 -8.93458183e+07 1.80800834e+07
3.93269335e+00 -8.91597587e+07 1.80137365e+07
